Date,DO,Temp
2022-06-27 12:03,1.35,87.22
2022-06-27 12:04,1.39,84.74
2022-06-27 12:05,1.43,82.76
2022-06-27 12:06,1.47,81.18
2022-06-27 12:07,1.5,79.92
2022-06-27 12:08,1.53,78.84
2022-06-27 12:09,1.57,78.01
2022-06-27 12:10,1.59,77.29
2022-06-27 12:11,1.61,76.71
2022-06-27 12:12,1.62,76.21
2022-06-27 12:13,1.64,75.81
2022-06-27 12:14,1.65,75.49
2022-06-27 12:15,1.65,75.16
2022-06-27 12:16,1.66,74.91
2022-06-27 12:17,1.67,74.7
2022-06-27 12:18,1.67,74.52
2022-06-27 12:19,1.68,74.37
2022-06-27 12:20,1.68,74.23
2022-06-27 12:21,1.69,74.08
2022-06-27 12:22,1.68,74.01
2022-06-27 12:23,1.69,73.9
2022-06-27 12:24,1.69,73.83
2022-06-27 12:25,1.69,73.76
2022-06-27 12:26,1.69,73.69
2022-06-27 12:27,1.69,73.65
2022-06-27 12:28,1.7,73.58
2022-06-27 12:29,1.7,73.54
2022-06-27 12:30,1.7,73.51
2022-06-27 12:31,1.7,73.51
2022-06-27 12:32,1.7,73.47
2022-06-27 12:33,1.7,73.44
2022-06-27 12:34,1.7,73.4
2022-06-27 12:35,1.7,73.4
2022-06-27 12:36,1.7,73.36
2022-06-27 12:37,1.7,73.36
2022-06-27 12:38,1.7,73.33
2022-06-27 12:39,1.71,73.33
2022-06-27 12:40,1.71,73.33
2022-06-27 12:41,1.71,73.29
2022-06-27 12:42,1.7,73.29
2022-06-27 12:43,1.7,73.29
2022-06-27 12:44,1.71,73.29
2022-06-27 12:45,1.71,73.29
2022-06-27 12:46,1.7,73.29
2022-06-27 12:47,1.71,73.26
2022-06-27 12:48,1.71,73.26
2022-06-27 12:49,1.71,73.26
2022-06-27 12:50,1.71,73.26
2022-06-27 12:51,1.71,73.26
2022-06-27 12:52,1.71,73.26
2022-06-27 12:53,1.71,73.26
2022-06-27 12:54,1.71,73.26
2022-06-27 12:55,1.71,73.26
2022-06-27 12:56,1.71,73.22
2022-06-27 12:57,1.71,73.22
2022-06-27 12:58,1.71,73.26
2022-06-27 12:59,1.71,73.22
2022-06-27 13:00,1.71,73.22
2022-06-27 13:01,1.71,73.22
2022-06-27 13:02,1.71,73.22
2022-06-27 13:03,1.71,73.22
2022-06-27 13:04,1.71,73.22
2022-06-27 13:05,1.71,73.22
2022-06-27 13:06,1.71,73.22
2022-06-27 13:07,1.71,73.22
2022-06-27 13:08,1.72,73.22
2022-06-27 13:09,1.72,73.22
2022-06-27 13:10,1.71,73.22
2022-06-27 13:11,1.72,73.22
2022-06-27 13:12,1.72,73.22
2022-06-27 13:13,1.72,73.22
2022-06-27 13:14,1.72,73.22
2022-06-27 13:15,1.71,73.22
2022-06-27 13:16,1.71,73.22
2022-06-27 13:17,1.71,73.22
2022-06-27 13:18,1.73,73.22
2022-06-27 13:19,1.71,73.22
2022-06-27 13:20,1.71,73.22
2022-06-27 13:21,1.71,73.22
2022-06-27 13:22,1.72,73.22
2022-06-27 13:23,1.71,73.22
2022-06-27 13:24,1.72,73.22
2022-06-27 13:25,1.71,73.22
2022-06-27 13:26,1.71,73.22
2022-06-27 13:27,1.71,73.22
2022-06-27 13:28,1.71,73.22
2022-06-27 13:29,1.7,73.22
