Date,AbsPres,Temp
2022-09-27 11:00,15.9147,74.271
2022-09-27 12:00,15.8999,74.098
2022-09-27 13:00,15.8854,74.098
2022-09-27 14:00,15.8694,74.098
2022-09-27 15:00,15.8533,74.098
2022-09-27 16:00,15.847,74.098
2022-09-27 17:00,15.8454,74.098
2022-09-27 18:00,15.8486,74.098
2022-09-27 19:00,15.8549,74.098
2022-09-27 20:00,15.8581,74.098
2022-09-27 21:00,15.8597,74.098
2022-09-27 22:00,15.8565,74.098
2022-09-27 23:00,15.8549,74.098
2022-09-28 00:00,15.8486,74.098
2022-09-28 01:00,15.8354,73.926
2022-09-28 02:00,15.8238,73.753
2022-09-28 03:00,15.801,73.58
2022-09-28 04:00,15.7785,73.58
2022-09-28 05:00,15.7685,73.407
2022-09-28 06:00,15.7617,73.234
2022-09-28 07:00,15.7505,73.234
2022-09-28 08:00,15.7437,73.062
2022-09-28 09:00,15.7357,73.062
2022-09-28 10:00,15.7338,72.891
2022-09-28 11:00,15.7177,72.891
2022-09-28 12:00,15.6857,72.891
2022-09-28 13:00,15.6741,72.718
2022-09-28 14:00,15.6372,72.718
2022-09-28 15:00,15.6256,72.545
2022-09-28 16:00,15.6145,72.545
2022-09-28 17:00,15.5965,72.372
2022-09-28 18:00,15.5753,72.199
2022-09-28 19:00,15.5685,72.028
2022-09-28 20:00,15.5685,72.028
2022-09-28 21:00,15.5553,71.856
2022-09-28 22:00,15.5373,71.683
2022-09-28 23:00,15.5177,71.512
2022-09-29 00:00,15.4918,71.339
2022-09-29 01:00,15.4819,71.168
2022-09-29 02:00,15.4575,70.995
2022-09-29 03:00,15.4412,70.824
2022-09-29 04:00,15.4248,70.651
2022-09-29 05:00,15.4116,70.48
2022-09-29 06:00,15.4081,70.308
2022-09-29 07:00,15.3981,70.137
2022-09-29 08:00,15.4061,70.137
2022-09-29 09:00,15.3962,69.964
2022-09-29 10:00,15.401,69.964
2022-09-29 11:00,15.3946,69.964
2022-09-29 12:00,15.385,69.964
2022-09-29 13:00,15.3773,70.137
2022-09-29 14:00,15.3694,70.137
2022-09-29 15:00,15.3553,70.308
2022-09-29 16:00,15.3472,70.308
2022-09-29 17:00,15.3537,70.308
2022-09-29 18:00,15.3569,70.308
2022-09-29 19:00,15.3537,70.308
2022-09-29 20:00,15.3596,70.137
2022-09-29 21:00,15.3628,70.137
2022-09-29 22:00,15.3673,69.964
2022-09-29 23:00,15.3689,69.964
2022-09-30 00:00,15.3609,69.964
2022-09-30 01:00,15.3498,69.964
2022-09-30 02:00,15.3462,69.793
2022-09-30 03:00,15.3398,69.793
2022-09-30 04:00,15.335,69.793
2022-09-30 05:00,15.3414,69.793
2022-09-30 06:00,15.3636,69.622
2022-09-30 07:00,15.3827,69.622
2022-09-30 08:00,15.4016,69.449
2022-09-30 09:00,15.4143,69.449
2022-09-30 10:00,15.4177,69.449
2022-09-30 11:00,15.4084,69.622
2022-09-30 12:00,15.3959,69.793
2022-09-30 13:00,15.3814,69.793
2022-09-30 14:00,15.3625,69.964
2022-09-30 15:00,15.3437,70.137
2022-09-30 16:00,15.3296,70.308
2022-09-30 17:00,15.3254,70.651
2022-09-30 18:00,15.3287,70.651
2022-09-30 19:00,15.3402,70.824
2022-09-30 20:00,15.3611,70.824
2022-09-30 21:00,15.3768,70.651
2022-09-30 22:00,15.3943,70.651
2022-09-30 23:00,15.3975,70.651
2022-10-01 00:00,15.3988,70.48
2022-10-01 01:00,15.3988,70.48
2022-10-01 02:00,15.394,70.48
2022-10-01 03:00,15.392,70.308
2022-10-01 04:00,15.3953,70.308
2022-10-01 05:00,15.4029,70.137
2022-10-01 06:00,15.4237,70.137
2022-10-01 07:00,15.4442,69.964
2022-10-01 08:00,15.4696,69.793
2022-10-01 09:00,15.4839,69.793
2022-10-01 10:00,15.4983,69.793
2022-10-01 11:00,15.4967,69.793
2022-10-01 12:00,15.4839,69.793
2022-10-01 13:00,15.4715,69.964
2022-10-01 14:00,15.451,70.137
2022-10-01 15:00,15.4401,70.308
2022-10-01 16:00,15.4229,70.48
2022-10-01 17:00,15.4088,70.651
2022-10-01 18:00,15.4027,70.824
2022-10-01 19:00,15.4062,70.995
2022-10-01 20:00,15.4142,70.995
2022-10-01 21:00,15.4271,70.995
2022-10-01 22:00,15.4383,70.995
2022-10-01 23:00,15.4459,70.824
2022-10-02 00:00,15.4491,70.824
2022-10-02 01:00,15.4439,70.651
2022-10-02 02:00,15.4423,70.651
2022-10-02 03:00,15.4375,70.651
2022-10-02 04:00,15.4372,70.48
2022-10-02 05:00,15.4356,70.48
2022-10-02 06:00,15.4449,70.308
2022-10-02 07:00,15.4609,70.308
2022-10-02 08:00,15.4765,70.137
2022-10-02 09:00,15.4879,70.137
2022-10-02 10:00,15.4942,70.137
2022-10-02 11:00,15.491,70.137
2022-10-02 12:00,15.4802,70.308
2022-10-02 13:00,15.4661,70.48
2022-10-02 14:00,15.4456,70.651
2022-10-02 15:00,15.4266,70.824
2022-10-02 16:00,15.4094,70.995
2022-10-02 17:00,15.3969,71.168
2022-10-02 18:00,15.3892,71.339
2022-10-02 19:00,15.3828,71.339
2022-10-02 20:00,15.3781,71.339
2022-10-02 21:00,15.3857,71.168
2022-10-02 22:00,15.3873,71.168
2022-10-02 23:00,15.3908,71.339
2022-10-03 00:00,15.3937,71.168
2022-10-03 01:00,15.3953,71.168
2022-10-03 02:00,15.3873,71.168
2022-10-03 03:00,15.381,71.168
2022-10-03 04:00,15.3773,70.995
2022-10-03 05:00,15.3757,70.995
2022-10-03 06:00,15.377,70.824
2022-10-03 07:00,15.3831,70.651
2022-10-03 08:00,15.3959,70.651
2022-10-03 09:00,15.4036,70.48
2022-10-03 10:00,15.4152,70.651
2022-10-03 11:00,15.4171,70.824
