Date,PT,ID,stageID,BP avg (mb),PSI,gageID,depth,t
2023-02-01T14:00:00Z,16.184,AM,1,1018,14.764841700931834,Mayo,1.1531179869568922,9849600
2023-02-01T15:00:00Z,16.1791,AM,1,1017,14.750337927158817,Mayo,1.1574362795612119,9853200
2023-02-01T16:00:00Z,16.1816,AM,1,1017,14.750337927158817,Mayo,1.1585603930363897,9856800
2023-02-01T17:00:00Z,16.1887,AM,1,1018,14.764841700931834,Mayo,1.1552313202902253,9860400
2023-02-01T18:00:00Z,16.2041,AM,1,1018,14.764841700931834,Mayo,1.1621558592973174,9864000
2023-02-01T19:00:00Z,16.2093,AM,1,1018,14.764841700931834,Mayo,1.1644940153256855,9867600
2023-02-01T20:00:00Z,16.2151,AM,1,1018,14.764841700931834,Mayo,1.167101958588097,9871200
2023-02-01T21:00:00Z,16.2296,AM,1,1018,14.764841700931834,Mayo,1.1736218167441264,9874800
2023-02-01T22:00:00Z,16.2447,AM,1,1019,14.779345474704852,Mayo,1.1738899071185283,9878400
2023-02-01T23:00:00Z,16.2447,AM,1,1019,14.779345474704852,Mayo,1.1738899071185283,9882000
2023-02-02T00:00:00Z,16.2438,AM,1,1018,14.764841700931834,Mayo,1.180006781283133,9885600
2023-02-02T01:00:00Z,16.2468,AM,1,1018,14.764841700931834,Mayo,1.1813557174533458,9889200
2023-02-02T02:00:00Z,16.2438,AM,1,1017,14.750337927158817,Mayo,1.1865283362988013,9892800
2023-02-02T03:00:00Z,16.2422,AM,1,1017,14.750337927158817,Mayo,1.1858089036746882,9896400
2023-02-02T04:00:00Z,16.2422,AM,1,1017,14.750337927158817,Mayo,1.1858089036746882,9900000
2023-02-02T05:00:00Z,16.2452,AM,1,1017,14.750337927158817,Mayo,1.1871578398449008,9903600
2023-02-02T06:00:00Z,16.2545,AM,1,1017,14.750337927158817,Mayo,1.1913395419725603,9907200
2023-02-02T07:00:00Z,16.2592,AM,1,1017,14.750337927158817,Mayo,1.1934528753058935,9910800
2023-02-02T08:00:00Z,16.2684,AM,1,1017,14.750337927158817,Mayo,1.197589612894546,9914400
2023-02-02T09:00:00Z,16.2731,AM,1,1018,14.764841700931834,Mayo,1.1931813912122107,9918000
2023-02-02T10:00:00Z,16.2822,AM,1,1018,14.764841700931834,Mayo,1.1972731642618561,9921600
2023-02-02T11:00:00Z,16.2854,AM,1,1018,14.764841700931834,Mayo,1.1987120295100828,9925200
2023-02-02T12:00:00Z,16.2756,AM,1,1016,14.735834153385799,Mayo,1.2073486147187262,9928800
2023-02-02T13:00:00Z,16.2611,AM,1,1016,14.735834153385799,Mayo,1.2008287565626972,9932400
2023-02-02T14:00:00Z,16.2484,AM,1,1015,14.721330379612782,Mayo,1.2016398151244654,9936000
2023-02-02T15:00:00Z,16.2441,AM,1,1015,14.721330379612782,Mayo,1.1997063399471601,9939600
2023-02-02T16:00:00Z,16.2444,AM,1,1014,14.706826605839764,Mayo,1.2063627885798505,9943200
2023-02-02T17:00:00Z,16.2561,AM,1,1014,14.706826605839764,Mayo,1.2116236396436808,9946800
