Date,PT,ID,stageID,BP avg (mb),PSI,gageID,depth
2023-02-01T14:00:00Z,16.184,AM,1,1018,14.764841700931834,Mayo,0.7531179869568921
2023-02-01T15:00:00Z,16.1791,AM,1,1017,14.750337927158817,Mayo,0.7574362795612118
2023-02-01T16:00:00Z,16.1816,AM,1,1017,14.750337927158817,Mayo,0.7585603930363897
2023-02-01T17:00:00Z,16.1887,AM,1,1018,14.764841700931834,Mayo,0.7552313202902253
2023-02-01T18:00:00Z,16.2041,AM,1,1018,14.764841700931834,Mayo,0.7621558592973173
2023-02-01T19:00:00Z,16.2093,AM,1,1018,14.764841700931834,Mayo,0.7644940153256855
2023-02-01T20:00:00Z,16.2151,AM,1,1018,14.764841700931834,Mayo,0.767101958588097
2023-02-01T21:00:00Z,16.2296,AM,1,1018,14.764841700931834,Mayo,0.7736218167441263
2023-02-01T22:00:00Z,16.2447,AM,1,1019,14.779345474704852,Mayo,0.7738899071185282
2023-02-01T23:00:00Z,16.2447,AM,1,1019,14.779345474704852,Mayo,0.7738899071185282
2023-02-02T00:00:00Z,16.2438,AM,1,1018,14.764841700931834,Mayo,0.7800067812831329
2023-02-02T01:00:00Z,16.2468,AM,1,1018,14.764841700931834,Mayo,0.7813557174533458
2023-02-02T02:00:00Z,16.2438,AM,1,1017,14.750337927158817,Mayo,0.7865283362988013
2023-02-02T03:00:00Z,16.2422,AM,1,1017,14.750337927158817,Mayo,0.7858089036746881
2023-02-02T04:00:00Z,16.2422,AM,1,1017,14.750337927158817,Mayo,0.7858089036746881
2023-02-02T05:00:00Z,16.2452,AM,1,1017,14.750337927158817,Mayo,0.7871578398449007
2023-02-02T06:00:00Z,16.2545,AM,1,1017,14.750337927158817,Mayo,0.7913395419725603
2023-02-02T07:00:00Z,16.2592,AM,1,1017,14.750337927158817,Mayo,0.7934528753058935
2023-02-02T08:00:00Z,16.2684,AM,1,1017,14.750337927158817,Mayo,0.797589612894546
2023-02-02T09:00:00Z,16.2731,AM,1,1018,14.764841700931834,Mayo,0.7931813912122107
2023-02-02T10:00:00Z,16.2822,AM,1,1018,14.764841700931834,Mayo,0.7972731642618561
2023-02-02T11:00:00Z,16.2854,AM,1,1018,14.764841700931834,Mayo,0.7987120295100828
2023-02-02T12:00:00Z,16.2756,AM,1,1016,14.735834153385799,Mayo,0.8073486147187262
2023-02-02T13:00:00Z,16.2611,AM,1,1016,14.735834153385799,Mayo,0.8008287565626971
2023-02-02T14:00:00Z,16.2484,AM,1,1015,14.721330379612782,Mayo,0.8016398151244654
2023-02-02T15:00:00Z,16.2441,AM,1,1015,14.721330379612782,Mayo,0.7997063399471601
2023-02-02T16:00:00Z,16.2444,AM,1,1014,14.706826605839764,Mayo,0.8063627885798504
2023-02-02T17:00:00Z,16.2561,AM,1,1014,14.706826605839764,Mayo,0.8116236396436808
2023-02-02T18:00:00Z,16.2613,AM,1,1014,14.706826605839764,Mayo,0.813961795672049
2023-02-02T19:00:00Z,16.2605,AM,1,1014,14.706826605839764,Mayo,0.8136020793599931
2023-02-02T20:00:00Z,16.2611,AM,1,1014,14.706826605839764,Mayo,0.8138718665940349
2023-02-02T21:00:00Z,16.2654,AM,1,1014,14.706826605839764,Mayo,0.8158053417713401
2023-02-02T22:00:00Z,16.2721,AM,1,1014,14.706826605839764,Mayo,0.8188179658848148
2023-02-02T23:00:00Z,16.2706,AM,1,1013,14.692322832066745,Mayo,0.824665052815379
2023-02-03T00:00:00Z,16.2589,AM,1,1013,14.692322832066745,Mayo,0.8194042017515489
2023-02-03T01:00:00Z,16.2635,AM,1,1012,14.677819058293728,Mayo,0.8279941255615436
2023-02-03T02:00:00Z,16.2589,AM,1,1012,14.677819058293728,Mayo,0.8259257567672175
2023-02-03T03:00:00Z,16.2542,AM,1,1011,14.663315284520712,Mayo,0.8303339784495528
2023-02-03T04:00:00Z,16.2528,AM,1,1011,14.663315284520712,Mayo,0.8297044749034533
2023-02-03T05:00:00Z,16.2589,AM,1,1011,14.663315284520712,Mayo,0.8324473117828858
2023-02-03T06:00:00Z,16.295,AM,1,1013,14.692322832066745,Mayo,0.8356364003331097
2023-02-03T07:00:00Z,16.3156,AM,1,1014,14.706826605839764,Mayo,0.8383775403529005
