Date,DO,Temp,ID
2022-12-19T12:00:00Z,8.93,70.77,AM
2022-12-19T13:00:00Z,8.91,71.56,AM
2022-12-19T14:00:00Z,8.5,71.46,AM
2022-12-19T15:00:00Z,7.94,70.95,AM
2022-12-19T16:00:00Z,7.24,70.38,AM
2022-12-19T17:00:00Z,6.47,70.02,AM
2022-12-19T18:00:00Z,5.98,69.76,AM
2022-12-19T19:00:00Z,5.65,69.51,AM
2022-12-19T20:00:00Z,5.62,69.33,AM
2022-12-19T21:00:00Z,5.63,69.3,AM
2022-12-19T22:00:00Z,5.63,69.33,AM
2022-12-19T23:00:00Z,5.65,69.33,AM
2022-12-20T00:00:00Z,5.67,69.33,AM
2022-12-20T01:00:00Z,5.67,69.33,AM
2022-12-20T02:00:00Z,5.67,69.33,AM
2022-12-20T03:00:00Z,5.67,69.33,AM
2022-12-20T04:00:00Z,5.67,69.33,AM
2022-12-20T05:00:00Z,5.67,69.3,AM
2022-12-20T06:00:00Z,5.69,69.26,AM
2022-12-20T07:00:00Z,5.71,69.19,AM
2022-12-20T08:00:00Z,5.74,69.3,AM
2022-12-20T09:00:00Z,6.21,69.58,AM
2022-12-20T10:00:00Z,7.15,69.87,AM
2022-12-20T11:00:00Z,8,70.16,AM
2022-12-20T12:00:00Z,8.02,70.27,AM
2022-12-20T13:00:00Z,7.2,70.12,AM
2022-12-20T14:00:00Z,6.88,69.98,AM
2022-12-20T15:00:00Z,6.99,69.98,AM
2022-12-20T16:00:00Z,6.69,69.84,AM
2022-12-20T17:00:00Z,6.35,69.69,AM
2022-12-20T18:00:00Z,5.96,69.58,AM
2022-12-20T19:00:00Z,5.69,69.48,AM
2022-12-20T20:00:00Z,5.64,69.4,AM
2022-12-20T21:00:00Z,5.69,69.19,AM
2022-12-20T22:00:00Z,5.52,68.94,AM
2022-12-20T23:00:00Z,5.49,69.04,AM
2022-12-21T00:00:00Z,5.56,69.12,AM
2022-12-21T01:00:00Z,5.59,69.12,AM
2022-12-21T02:00:00Z,5.64,69.12,AM
2022-12-21T03:00:00Z,5.69,69.15,AM
2022-12-21T04:00:00Z,5.71,69.12,AM
2022-12-21T05:00:00Z,5.73,69.08,AM
2022-12-21T06:00:00Z,5.75,69.08,AM
2022-12-21T07:00:00Z,5.75,69.08,AM
2022-12-21T08:00:00Z,5.81,69.04,AM
2022-12-21T09:00:00Z,6.09,69.12,AM
2022-12-21T10:00:00Z,6.71,69.3,AM
2022-12-21T11:00:00Z,7.18,69.51,AM
2022-12-21T12:00:00Z,7.52,69.69,AM
2022-12-21T13:00:00Z,7.79,69.87,AM
2022-12-21T14:00:00Z,7.75,69.94,AM
2022-12-21T15:00:00Z,7.55,69.94,AM
2022-12-21T16:00:00Z,7.12,69.91,AM
