Date,AbsPres,Temp
2022-07-20 08:52,14.769,80.382
2022-07-20 09:52,15.5465,73.407
2022-07-20 10:52,15.5392,73.407
2022-07-20 11:52,15.5347,73.407
2022-07-20 12:52,15.5293,73.58
2022-07-20 13:52,15.5267,73.753
2022-07-20 14:52,15.5238,73.753
2022-07-20 15:52,15.5238,73.753
2022-07-20 16:52,15.5263,73.58
2022-07-20 17:52,15.5099,73.407
2022-07-20 18:52,15.507,73.407
2022-07-20 19:52,15.5111,73.234
2022-07-20 20:52,15.5125,73.234
2022-07-20 21:52,15.5092,73.062
2022-07-20 22:52,15.5137,73.062
2022-07-20 23:52,15.5106,73.062
2022-07-21 00:52,15.5122,73.062
2022-07-21 01:52,15.506,72.891
2022-07-21 02:52,15.4973,72.891
2022-07-21 03:52,15.5016,72.891
2022-07-21 04:52,15.5089,72.891
2022-07-21 05:52,15.519,72.891
2022-07-21 06:52,15.5279,72.891
2022-07-21 07:52,15.5351,72.891
2022-07-21 08:52,15.5443,73.062
2022-07-21 09:52,15.5402,73.234
2022-07-21 10:52,15.5424,73.58
2022-07-21 11:52,15.5344,73.926
2022-07-21 12:52,15.5219,74.271
2022-07-21 13:52,15.5216,74.098
2022-07-21 14:52,15.5195,73.753
2022-07-21 15:52,15.5161,73.58
2022-07-21 16:52,15.5128,73.407
2022-07-21 17:52,15.5041,73.407
2022-07-21 18:52,15.5067,73.234
2022-07-21 19:52,15.5111,73.234
2022-07-21 20:52,15.5209,73.062
2022-07-21 21:52,15.5267,73.062
2022-07-21 22:52,15.5267,73.062
2022-07-21 23:52,15.5224,73.062
2022-07-22 00:52,15.518,73.062
2022-07-22 01:52,15.5238,73.062
2022-07-22 02:52,15.5279,72.891
2022-07-22 03:52,15.5351,72.891
2022-07-22 04:52,15.5337,72.891
2022-07-22 05:52,15.5395,72.891
2022-07-22 06:52,15.5438,72.891
2022-07-22 07:52,15.5512,72.891
2022-07-22 08:52,15.5472,73.062
2022-07-22 09:52,15.5508,73.407
2022-07-22 10:52,15.553,73.753
2022-07-22 11:52,15.546,73.926
2022-07-22 12:52,15.5405,74.098
2022-07-22 13:52,15.5318,74.098
2022-07-22 14:52,15.5256,73.926
2022-07-22 15:52,15.5311,73.753
2022-07-22 16:52,15.557,73.58
2022-07-22 17:52,15.5566,73.407
2022-07-22 18:52,15.565,73.234
2022-07-22 19:52,15.5737,73.234
2022-07-22 20:52,15.5778,73.062
2022-07-22 21:52,15.5807,73.062
2022-07-22 22:52,15.585,73.062
2022-07-22 23:52,15.5821,73.062
2022-07-23 00:52,15.5821,73.062
2022-07-23 01:52,15.5749,73.062
2022-07-23 02:52,15.5657,72.891
2022-07-23 03:52,15.5527,72.891
2022-07-23 04:52,15.5512,72.891
2022-07-23 05:52,15.5628,72.891
2022-07-23 06:52,15.5672,72.891
2022-07-23 07:52,15.5804,72.891
2022-07-23 08:52,15.5836,73.062
2022-07-23 09:52,15.5811,73.234
2022-07-23 10:52,15.5833,73.58
2022-07-23 11:52,15.5814,74.098
2022-07-23 12:52,15.5773,74.271
2022-07-23 13:52,15.5599,74.271
2022-07-23 14:52,15.5508,74.098
2022-07-23 15:52,15.5475,73.926
2022-07-23 16:52,15.5982,73.753
2022-07-23 17:52,15.6168,73.58
2022-07-23 18:52,15.6062,73.407
2022-07-23 19:52,15.6045,73.234
2022-07-23 20:52,15.603,73.234
2022-07-23 21:52,15.5997,73.062
2022-07-23 22:52,15.5953,73.062
2022-07-23 23:52,15.5895,73.062
2022-07-24 00:52,15.5836,73.062
2022-07-24 01:52,15.5778,73.062
2022-07-24 02:52,15.5749,73.062
2022-07-24 03:52,15.5763,73.062
