Date,ER,GPPavg,K600_1d,NEP,ID
2022-07-24,-1.021399202378967,2.3308846761304403,2.5328358286567365,1.3094854737514732,OS
2022-07-25,-7.518745438150305,0,2.3087239693054022,-7.518745438150305,OS
2022-07-26,-11.144152409661057,2.8090160117864755,2.305662497315917,-8.335136397874582,OS
2022-07-27,-10.022542826515881,3.777907792866575,2.209347092186776,-6.244635033649306,OS
2022-07-28,-9.918132048946278,6.30046447730114,1.8357481889208949,-3.6176675716451383,OS
2022-07-29,-10.487891819425297,6.785783709830177,1.9362401681657095,-3.7021081095951196,OS
2022-07-30,-10.689360514899613,6.93519482700165,2.080213215450236,-3.754165687897963,OS
2022-07-31,-11.367851116240626,6.196122194945679,2.256057730216797,-5.171728921294947,OS
2022-08-01,-10.666396901529838,5.778996615886285,2.027602544097743,-4.887400285643553,OS
2022-08-02,-11.10455668259165,7.026108873768594,1.96077392980183,-4.078447808823055,OS
2022-08-03,-11.781917340523824,6.449039733234331,1.8851868028055452,-5.332877607289493,OS
2022-08-04,-13.205653051144902,7.086925436219074,1.632880738660727,-6.118727614925827,OS
2022-08-05,-15.118192721324064,9.923772421822644,1.2715087005442665,-5.19442029950142,OS
2022-08-06,-15.898252854912645,8.438507547032975,1.4637436122794338,-7.45974530787967,OS
2022-08-07,-14.842484175458015,10.882903290793267,1.0747962018928656,-3.9595808846647476,OS
2022-08-08,-14.505000011931557,7.585176929108949,1.4426787375404109,-6.919823082822608,OS
2022-08-09,-14.647525753400997,6.066811294353278,1.8910040815026987,-8.58071445904772,OS
2022-08-10,-13.290821305288853,5.727844087299827,2.0171861410834313,-7.562977217989026,OS
2022-08-11,-11.739256469603294,4.714020722156399,1.8930662710648767,-7.025235747446895,OS
2022-08-12,-11.608263904184705,6.642882364619877,1.728101660581983,-4.965381539564828,OS
2022-08-13,-13.214604662709958,6.986362301850604,1.7115176288298453,-6.228242360859354,OS
2022-08-14,-13.086568921316053,9.337285227208271,1.4393520796317691,-3.749283694107781,OS
2022-08-15,-13.171381201798248,10.171289463203376,1.227792015513445,-3.0000917385948718,OS
2022-08-16,-12.269122775220362,8.733782376685255,1.2332630226471306,-3.535340398535107,OS
2022-08-17,-13.214412280640401,8.934978576963475,1.350061605513451,-4.279433703676926,OS
2022-08-18,-15.204310713993515,5.925239085263918,1.772746364397153,-9.279071628729596,OS
2022-08-19,-14.622677028322325,8.118917059842213,1.6109741228309833,-6.503759968480113,OS
2022-08-20,-15.256956699192152,6.588796440443039,1.742048441377268,-8.668160258749113,OS
2022-08-21,-16.39229604144439,8.86735960428435,1.683579850493293,-7.52493643716004,OS
2022-08-22,-15.915936341128607,10.061276095228042,1.6422720474855357,-5.854660245900565,OS
2022-08-23,-15.567600811498256,10.655636932746194,1.623646427648943,-4.911963878752061,OS
2022-08-24,-13.935953596654514,8.998538952835561,1.6999155781525601,-4.937414643818952,OS
2022-08-25,-13.358620158617047,7.265556170119839,1.921205017963282,-6.0930639884972075,OS
2022-08-26,-13.888411292961583,7.9674734308996245,1.8880141508217965,-5.920937862061959,OS
2022-08-27,-14.548748511542328,9.56559002896157,1.712081651245794,-4.983158482580759,OS
2022-08-28,-13.915962024393064,8.89783924550981,1.8581487419615996,-5.018122778883255,OS
2022-08-29,-12.111111264834053,7.429101879241906,1.8363854966043112,-4.6820093855921465,OS
2022-08-30,-10.25162922273972,1.5212987881530706,2.2826550994117563,-8.730330434586648,OS
2022-08-31,-9.957672010984153,2.0890930941075534,2.1869671938455686,-7.868578916876599,OS
2022-09-01,-12.634637820881084,1.3424899272682829,1.9761515528120308,-11.292147893612801,OS
2022-09-02,-14.06458064024875,1.5295036429315763,1.646766994916866,-12.535076997317173,OS
2022-09-03,-13.548289968358228,0,1.5917078171306906,-13.548289968358228,OS
2022-09-04,-13.786821427168654,0,1.5053309784143432,-13.786821427168654,OS
2022-09-05,-13.115830328447895,0,1.477440568740382,-13.115830328447895,OS
2022-09-06,-13.149645773647277,0,1.5546911398325352,-13.149645773647277,OS
2022-09-07,-14.326402502098952,0,1.4353203349734145,-14.326402502098952,OS
2022-09-08,-14.629712001507306,0.48654973532091655,1.252967896234787,-14.143162266186389,OS
2022-09-09,-14.711772259004714,1.409076615208051,1.2940709147256135,-13.302695643796664,OS
2022-09-10,-13.704078710782737,0.13825630713096107,1.259980134741837,-13.565822403651776,OS
2022-09-11,-13.794835211489413,0.6872069980444555,1.1894485114556075,-13.107628213444958,OS
2022-09-12,-13.669696565015293,0.0167520197355218,1.2241629217284848,-13.652944545279771,OS
2022-09-13,-14.50513753249848,1.3390540340862767,1.1307097304315135,-13.166083498412204,OS
2022-09-14,-14.398545482714539,1.3786112728217625,1.1645245113542102,-13.019934209892776,OS
2022-09-15,-13.851061914871787,1.4487823124728336,1.1592220532484583,-12.402279602398954,OS
2022-09-16,-14.478069659466298,0.5735236552729286,1.1538115402476605,-13.904546004193369,OS
2022-09-17,-13.757924877298013,0.30745581582265075,1.1806918627820568,-13.450469061475362,OS
2022-09-18,-14.103290894335958,0.6110690573166958,1.1710801053351503,-13.492221837019262,OS
2022-09-19,-14.186558104668869,0.2054833244952588,1.1786691028549847,-13.98107478017361,OS
2022-09-20,-14.068497288623204,0.5374284160859526,1.1971543391248578,-13.53106887253725,OS
2022-09-21,-13.829046280806724,0,1.4266649548258448,-13.829046280806724,OS
2022-09-22,-14.606853221459302,2.326435560566023,1.3312437304917277,-12.280417660893278,OS
2022-09-23,-13.904787832255497,0,1.4176295723619061,-13.904787832255497,OS
2022-09-24,-13.89747322135572,0.8826204178537527,1.5768207073298448,-13.014852803501967,OS
2022-09-25,-12.712692107710172,0,1.6511814555757571,-12.712692107710172,OS
2022-09-26,-13.520884137607714,0.20324200366395137,1.6364784388863483,-13.317642133943762,OS
2022-09-27,-13.286300534946628,5.213913817370227,1.5081571505907496,-8.0723867175764,OS
2022-09-28,-3,0,1.4652906086058803,-3,OS
2022-09-29,-3,0,2.5295357230264495,-3,OS
2022-09-30,-3,0,2.470750549773978,-3,OS
2022-10-01,-3,0,2.613943759076433,-3,OS
2022-10-02,-3,0,2.5373952641695428,-3,OS
2022-10-03,-4.963891105513246,0,1.57465007560294,-4.963891105513246,OS
2022-10-04,-10.611818306731156,0.1879913426015836,2.3663229514875126,-10.423826964129573,OS
2022-10-05,-11.428821385446986,0.5817744401063103,2.326401753797071,-10.847046945340676,OS
2022-10-06,-11.931607155387224,0.899485730891213,2.266193281231027,-11.032121424496012,OS
2022-10-07,-12.27265419184397,1.5225718463425217,2.193016774983012,-10.750082345501447,OS
2022-10-08,-12.199588174258329,1.9514981521826236,2.206549340282757,-10.248090022075706,OS
2022-10-09,-12.081267070077715,3.0874484516608316,2.1885068855811824,-8.993818618416883,OS
2022-10-10,-11.571943228137016,3.168810517120543,2.1945147556999705,-8.403132711016474,OS
2022-10-11,-12.90217328121659,3.7087587864067584,1.8742426344423833,-9.193414494809833,OS
2022-10-12,-11.709252290613911,2.814828987164554,1.8500069310265905,-8.894423303449358,OS
2022-10-13,-9.833443574393508,0,2.311144562842815,-9.833443574393508,OS
2022-10-14,-12.381349588224447,3.372749891994332,2.1379379439853827,-9.008599696230116,OS
2022-10-15,-13.629117758960545,4.82633186376506,2.3825321955618857,-8.802785895195484,OS
2022-10-16,-13.479517443527108,5.0401786809321125,2.25429638572686,-8.439338762594996,OS
2022-10-17,-13.612366281430226,4.448432111402621,2.23404016673134,-9.163934170027606,OS
2022-10-18,-11.925004497141686,5.697275604495541,2.432107640971247,-6.2277288926461445,OS
2022-10-19,-11.116278618261898,4.952829312382576,2.7172969948116967,-6.163449305879322,OS
2022-10-20,-11.086703341379607,5.007934216743767,2.7016785596867443,-6.078769124635841,OS
2022-10-21,-10.99647737348988,4.896637411150746,2.7145435889076373,-6.099839962339134,OS
2022-10-22,-10.612011708785168,4.3974030591399504,2.635807914762492,-6.214608649645218,OS
2022-10-23,-11.712493827117168,4.959533221996871,2.4810000175935953,-6.752960605120297,OS
2022-10-24,-11.746764954284348,4.907137781285582,2.2944767698409096,-6.8396271729987665,OS
2022-10-25,-10.711652909263934,3.749690725435485,2.1918305709817107,-6.961962183828449,OS
2022-10-26,-9.673944347024944,1.6438497220450832,2.18543260467268,-8.030094624979862,OS
2022-10-27,-11.877146229952638,4.366790485708257,2.3275034855814276,-7.510355744244381,OS
2022-10-28,-13.647064782178768,6.280620614224333,2.1975994720531156,-7.366444167954436,OS
2022-10-29,-13.163658998842921,4.992700514358844,2.3510207699621963,-8.170958484484078,OS
2022-10-30,-13.079008422562685,4.710932438312804,2.4158436375247985,-8.36807598424988,OS
2022-10-31,-12.473302434494828,4.379155341166673,2.4573289852045153,-8.094147093328155,OS
2022-11-01,-12.795833032622939,5.269377451133686,2.4403473126401,-7.526455581489253,OS
2022-11-02,-13.177491907259494,5.192666436262072,2.5134347385841638,-7.984825470997422,OS
2022-11-03,-11.889921376152818,4.949936943161164,2.582522129002753,-6.939984432991654,OS
2022-11-04,-11.984855272596104,4.33798122752365,2.5617246560375735,-7.646874045072454,OS
2022-12-13,-11.309295008800227,4.571378482049517,2.6992233623324946,-6.73791652675071,OS
2022-12-14,-13.18385923788799,5.4166641750070115,2.2056844571365057,-7.767195062880979,OS
2022-12-15,-10.486064728783651,3.027641954861665,2.704275617090233,-7.458422773921987,OS
2022-12-16,-10.654148402610543,4.209987240114595,2.786472457163231,-6.4441611624959485,OS
2022-12-17,-10.306328260333492,3.216599049256109,2.727009256483894,-7.089729211077383,OS
2022-12-18,-8.306303684514086,3.024990966577261,2.8485739789816495,-5.281312717936824,OS
2022-12-19,-8.455871776009694,2.1577736134292804,2.652485123017926,-6.2980981625804136,OS
2023-01-05,-12.670718962230731,7.577564122377198,2.8053875797233623,-5.093154839853534,OS
