"TOA5","LittleFanning","CR1000","68222","CR1000.Std.27.04","CPU:Little Fanning_04052023_hourlyc.CR1","10194","Test"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C","cDOM"
"2023-10-25 02:00:00",4877,12.61,19.52,562.5421
"2023-10-25 03:00:00",4878,12.61,19.47,566.0739
"2023-10-25 04:00:00",4879,12.61,19.23,586.0256
"2023-10-25 05:00:00",4880,12.61,19.28,577.2256
"2023-10-25 06:00:00",4881,12.61,19.34,570.7634
"2023-10-25 07:00:00",4882,12.61,19.44,553.1707
"2023-10-25 08:00:00",4883,12.61,19.78,539.6568
"2023-10-25 09:00:00",4884,12.6,20.58,526.7045
"2023-10-25 10:00:00",4885,12.61,23.52,514.2917
"2023-10-25 11:00:00",4886,12.7,25.31,-68.4223
"2023-10-25 12:00:00",4887,12.58,26.25,1038.016
"2023-10-25 13:00:00",4888,12.58,26.9,700.787
"2023-10-25 14:00:00",4889,12.58,28.69,570.001
"2023-10-25 15:00:00",4890,12.59,28.14,558.8578
"2023-10-25 16:00:00",4891,12.58,27.94,569.4145
"2023-10-25 17:00:00",4892,12.54,26.81,591.7009
"2023-10-25 18:00:00",4893,12.52,25.58,595.8063
"2023-10-25 19:00:00",4894,12.56,24.63,570.001
"2023-10-25 20:00:00",4895,12.54,24.16,537.7444
"2023-10-25 21:00:00",4896,12.47,23.35,515.458
"2023-10-25 22:00:00",4897,12.47,22.7,502.5553
"2023-10-25 23:00:00",4898,12.47,22.11,492.6024
"2023-10-26 00:00:00",4899,12.48,21.75,485.5968
"2023-10-26 01:00:00",4900,12.5,21.53,479.7464
"2023-10-26 02:00:00",4901,12.47,21.12,479.1628
"2023-10-26 03:00:00",4902,12.51,20.77,482.1055
"2023-10-26 04:00:00",4903,12.51,20.48,486.2228
"2023-10-26 05:00:00",4904,12.59,20.1,495.618
"2023-10-26 06:00:00",4905,12.59,19.68,513.246
"2023-10-26 07:00:00",4906,12.58,19.6,524.42
"2023-10-26 08:00:00",4907,12.6,20.02,539.6745
"2023-10-26 09:00:00",4908,12.6,21.29,550.7394
"2023-10-26 10:00:00",4909,12.61,23.61,562.3809
"2023-10-26 11:00:00",4910,12.62,25.49,590.5281
"2023-10-26 12:00:00",4911,12.63,26.84,611.055
"2023-10-26 13:00:00",4912,12.63,27.59,616.9199
"2023-10-26 14:00:00",4913,12.63,29.22,612.228
"2023-10-26 15:00:00",4914,12.64,28.2,602.2578
"2023-10-26 16:00:00",4915,12.63,27.85,590.5281
"2023-10-26 17:00:00",4916,12.63,26.96,586.4227
"2023-10-26 18:00:00",4917,12.63,25.89,581.7308
"2023-10-26 19:00:00",4918,12.63,25.07,591.701
"2023-10-26 20:00:00",4919,12.63,24.48,609.882
"2023-10-26 21:00:00",4920,12.62,23.81,648.59
"2023-10-26 22:00:00",4921,12.62,23.07,812.2192
"2023-10-26 23:00:00",4922,12.62,22.19,770.6209
"2023-10-27 00:00:00",4923,12.62,21.37,734.3363
"2023-10-27 01:00:00",4924,12.61,20.91,750.1749
"2023-10-27 02:00:00",4925,12.61,20.64,787.7314
"2023-10-27 03:00:00",4926,12.6,20.21,813.0019
"2023-10-27 04:00:00",4927,12.6,19.73,818.9313
"2023-10-27 05:00:00",4928,12.6,19.26,752.6434
"2023-10-27 06:00:00",4929,12.6,18.79,640.0009
"2023-10-27 07:00:00",4930,12.6,18.56,572.5322
"2023-10-27 08:00:00",4931,12.6,18.74,543.7846
"2023-10-27 09:00:00",4932,12.59,19.94,533.2243
"2023-10-27 10:00:00",4933,12.6,23.21,528.3801
"2023-10-27 11:00:00",4934,12.61,25.58,526.0148
"2023-10-27 12:00:00",4935,12.61,26.87,520.7365
"2023-10-27 13:00:00",4936,12.61,27.15,517.2175
"2023-10-27 14:00:00",4937,12.62,28.01,514.8716
"2023-10-27 15:00:00",4938,12.62,28.62,510.7662
"2023-10-27 16:00:00",4939,12.62,28.3,506.6608
"2023-10-27 17:00:00",4940,12.62,27.03,504.3149
"2023-10-27 18:00:00",4941,12.62,25.13,504.9014
"2023-10-27 19:00:00",4942,12.61,23.78,509.5933
"2023-10-27 20:00:00",4943,12.61,22.92,514.2893
"2023-10-27 21:00:00",4944,12.61,22.33,519.007
"2023-10-27 22:00:00",4945,12.61,21.78,527.85
"2023-10-27 23:00:00",4946,12.6,21.18,536.0668
"2023-10-28 00:00:00",4947,12.6,20.48,540.787
"2023-10-28 01:00:00",4948,12.59,19.89,547.2985
"2023-10-28 02:00:00",4949,12.59,19.34,552.5849
"2023-10-28 03:00:00",4950,12.59,18.95,556.6917
"2023-10-28 04:00:00",4951,12.59,18.66,563.1452
"2023-10-28 05:00:00",4952,12.58,18.43,572.5322
"2023-10-28 06:00:00",4953,12.58,18.28,580.1591
"2023-10-28 07:00:00",4954,12.58,18.17,590.7194
"2023-10-28 08:00:00",4955,12.58,18.35,600.1064
"2023-10-28 09:00:00",4956,12.58,19.73,611.8401
"2023-10-28 10:00:00",4957,12.58,23.04,631.015
"2023-10-28 11:00:00",4958,12.58,25.64,663.8386
"2023-10-28 12:00:00",4959,12.59,26.96,723.66
"2023-10-28 13:00:00",4960,12.59,27.72,804.0084
"2023-10-28 14:00:00",4961,12.61,28.4,818.084
"2023-10-28 15:00:00",4962,12.6,28.36,718.3817
"2023-10-28 16:00:00",4963,12.61,28.43,548.8877
"2023-10-28 17:00:00",4964,12.61,27.47,498.45
"2023-10-28 18:00:00",4965,12.6,25.83,494.3447
"2023-10-28 19:00:00",4966,12.59,24.48,494.9312
"2023-10-28 20:00:00",4967,12.59,23.67,499.623
"2023-10-28 21:00:00",4968,12.59,23.18,507.2506
"2023-10-28 22:00:00",4969,12.59,22.59,514.8977
"2023-10-28 23:00:00",4970,12.58,21.92,522.5418
"2023-10-29 00:00:00",4971,12.58,21.29,209.3251
"2023-10-29 01:00:00",4972,12.59,20.61,162.8166
"2023-10-29 02:00:00",4973,12.58,20.1,88.30864
"2023-10-29 03:00:00",4974,12.58,19.68,109.6299
"2023-10-29 04:00:00",4975,12.57,19.44,42.54089
"2023-10-29 05:00:00",4976,12.57,19.18,164.9245
"2023-10-29 06:00:00",4977,12.56,18.74,42.27487
"2023-10-29 07:00:00",4978,12.56,18.25,42.58732
"2023-10-29 08:00:00",4979,12.56,18.33,277.8799
"2023-10-29 09:00:00",4980,12.56,19.26,437.0662
"2023-10-29 10:00:00",4981,12.56,21.64,614.0966
"2023-10-29 11:00:00",4982,12.57,24.42,641.5547
"2023-10-29 12:00:00",4983,12.57,26.31,533.6391
"2023-10-29 13:00:00",4984,12.57,26.72,506.6608
"2023-10-29 14:00:00",4985,12.58,28.14,493.7582
"2023-10-29 15:00:00",4986,12.58,28.69,482.0285
"2023-10-29 16:00:00",4987,12.58,28.66,478.5096
"2023-10-29 17:00:00",4988,12.58,27.59,477.3366
"2023-10-29 18:00:00",4989,12.58,25.85,477.3366
"2023-10-29 19:00:00",4990,12.58,24.28,482.615
"2023-10-29 20:00:00",4991,12.58,23.1,489.0663
"2023-10-29 21:00:00",4992,12.57,22.31,500.8381
"2023-10-29 22:00:00",4993,12.57,21.62,509.6721
"2023-10-29 23:00:00",4994,12.56,21.02,517.8982
"2023-10-30 00:00:00",4995,12.56,20.58,528.4751
"2023-10-30 01:00:00",4996,12.56,20.13,534.3766
"2023-10-30 02:00:00",4997,12.56,19.6,539.0911
"2023-10-30 03:00:00",4998,12.55,19.23,543.7846
"2023-10-30 04:00:00",4999,12.55,18.97,544.3713
"2023-10-30 05:00:00",5000,12.55,18.58,555.5183
"2023-10-30 06:00:00",5001,12.54,18.2,559.0384
"2023-10-30 07:00:00",5002,12.55,17.82,565.4919
"2023-10-30 08:00:00",5003,12.54,17.84,572.5322
"2023-10-30 09:00:00",5004,12.54,18.77,575.4656
"2023-10-30 10:00:00",5005,12.54,22.39,578.8668
"2023-10-30 11:00:00",5006,12.55,25.07,582.3174
"2023-10-30 12:00:00",5007,12.56,26.37,577.6254
"2023-10-30 13:00:00",5008,12.56,26.59,578.2119
"2023-10-30 14:00:00",5009,12.56,27.59,570.5876
"2023-10-30 15:00:00",5010,12.56,28.01,559.4444
"2023-10-30 16:00:00",5011,12.56,27.91,42.50811
"2023-10-30 17:00:00",5012,12.57,27,42.46624
"2023-10-30 18:00:00",5013,12.57,25.37,255.7568
"2023-10-30 19:00:00",5014,12.56,24.07,572.347
"2023-10-30 20:00:00",5015,12.56,23.01,853.8707
"2023-10-30 21:00:00",5016,12.56,22.14,672.1336
"2023-10-30 22:00:00",5017,12.55,21.53,534.3079
"2023-10-30 23:00:00",5018,12.55,20.96,509.1059
"2023-10-31 00:00:00",5019,12.54,20.58,506.1778
"2023-10-31 01:00:00",5020,12.54,20.18,536.1376
"2023-10-31 02:00:00",5021,12.54,19.78,528.5272
"2023-10-31 03:00:00",5022,12.54,19.34,548.4781
"2023-10-31 04:00:00",5023,12.54,18.89,574.8789
"2023-10-31 05:00:00",5024,12.53,18.48,548.4781
"2023-10-31 06:00:00",5025,12.53,18.51,547.8914
"2023-10-31 07:00:00",5026,12.53,18.66,550.8248
"2023-10-31 08:00:00",5027,12.53,18.77,556.105
"2023-10-31 09:00:00",5028,12.53,19.73,561.3851
"2023-10-31 10:00:00",5029,12.53,21.95,564.7916
"2023-10-31 11:00:00",5030,12.53,24.63,565.897
"2023-10-31 12:00:00",5031,12.54,26.13,564.7228
"2023-10-31 13:00:00",5032,12.54,26.16,561.2039
"2023-10-31 14:00:00",5033,12.54,27.25,557.0984
"2023-10-31 15:00:00",5034,12.55,27.94,550.6472
"2023-10-31 16:00:00",5035,12.55,27.63,544.1958
"2023-10-31 17:00:00",5036,12.55,26.9,540.0904
"2023-10-31 18:00:00",5037,12.54,25.22,542.4363
"2023-10-31 19:00:00",5038,12.54,24.04,539.504
"2023-10-31 20:00:00",5039,12.54,23.29,541.8499
"2023-10-31 21:00:00",5040,12.54,22.73,548.9024
"2023-10-31 22:00:00",5041,12.54,22.14,558.9169
"2023-10-31 23:00:00",5042,12.53,21.4,568.3329
"2023-11-01 00:00:00",5043,12.53,20.15,573.6633
"2023-11-01 01:00:00",5044,12.53,18.84,579.5723
"2023-11-01 02:00:00",5045,12.52,18.1,586.6126
"2023-11-01 03:00:00",5046,12.52,17.46,589.546
"2023-11-01 04:00:00",5047,12.51,17.06,590.7194
"2023-11-01 05:00:00",5048,12.51,16.79,582.5058
"2023-11-01 06:00:00",5049,12.5,16.17,568.4254
"2023-11-01 07:00:00",5050,12.5,15.26,554.345
"2023-11-01 08:00:00",5051,12.49,14.28,541.5289
"2023-11-01 09:00:00",5052,12.5,14.06,43.37722
"2023-11-01 10:00:00",5053,12.49,14.9,687.0316
"2023-11-01 11:00:00",5054,12.49,16.81,367.4737
"2023-11-01 12:00:00",5055,12.5,18.12,798.4061
"2023-11-01 13:00:00",5056,12.5,17.87,639.4144
"2023-11-01 14:00:00",5057,12.5,18.56,625.334
"2023-11-01 15:00:00",5058,12.5,19.49,627.6807
"2023-11-01 16:00:00",5059,12.5,19.08,666.9886
"2023-11-01 17:00:00",5060,12.5,18.56,647.0413
"2023-11-01 18:00:00",5061,12.5,17.44,586.6128
"2023-11-01 19:00:00",5062,12.5,16.27,551.4117
"2023-11-01 20:00:00",5063,12.5,15.48,542.6114
"2023-11-01 21:00:00",5064,12.49,14.66,549.0806
"2023-11-01 22:00:00",5065,12.49,13.68,567.9911
"2023-11-01 23:00:00",5066,12.46,12.74,599.7134
"2023-11-02 00:00:00",5067,12.26,12.09,622.0159
"2023-11-02 01:00:00",5068,12.27,11.36,651.947
"2023-11-02 02:00:00",5069,12.26,10.58,662.511
"2023-11-02 03:00:00",5070,12.21,9.97,613.8247
"2023-11-02 04:00:00",5071,12.23,9.39,574.6016
"2023-11-02 05:00:00",5072,12.22,8.92,525.3185
"2023-11-02 06:00:00",5073,12.24,8.46,505.3474
"2023-11-02 07:00:00",5074,12.22,8.21,497.7534
"2023-11-02 08:00:00",5075,12.24,8.41,505.3778
"2023-11-02 09:00:00",5076,12.27,9.66,524.1454
"2023-11-02 10:00:00",5077,12.27,12.72,560.9832
"2023-11-02 11:00:00",5078,12.21,17.21,593.0905
"2023-11-02 12:00:00",5079,12.38,20,604.1526
"2023-11-02 13:00:00",5080,12.34,20.42,611.7793
"2023-11-02 14:00:00",5081,12.36,21.53,645.15
"2023-11-02 15:00:00",5082,12.39,22.59,633.9299
"2023-11-02 16:00:00",5083,12.39,21.97,626.3105
"2023-11-02 17:00:00",5084,12.41,21.12,590.5876
"2023-11-02 18:00:00",5085,12.41,19.81,568.3859
"2023-11-02 19:00:00",5086,12.39,18.66,546.1312
"2023-11-02 20:00:00",5087,12.4,17.69,537.9178
"2023-11-02 21:00:00",5088,12.43,16.94,535.571
"2023-11-02 22:00:00",5089,12.46,16.32,536.7444
"2023-11-02 23:00:00",5090,12.45,15.73,547.8914
"2023-11-03 00:00:00",5091,12.42,15.19,554.3526
"2023-11-03 01:00:00",5092,12.44,14.68,564.3759
"2023-11-03 02:00:00",5093,12.46,14.3,574.959
"2023-11-03 03:00:00",5094,12.45,14.18,569.1019
"2023-11-03 04:00:00",5095,12.44,14.04,530.9799
"2023-11-03 05:00:00",5096,12.44,13.73,514.5743
"2023-11-03 06:00:00",5097,12.43,13.56,515.7872
"2023-11-03 07:00:00",5098,12.43,13.54,42.75719
"2023-11-03 08:00:00",5099,12.42,13.8,43.17853
"2023-11-03 09:00:00",5100,12.43,14.75,43.05378
"2023-11-03 10:00:00",5101,12.44,16.79,232.9409
"2023-11-03 11:00:00",5102,12.35,20.34,337.1398
"2023-11-03 12:00:00",5103,12.35,22.47,772.9266
"2023-11-03 13:00:00",5104,12.37,22.84,355.8016
"2023-11-03 14:00:00",5105,12.42,23.1,41.55527
"2023-11-03 15:00:00",5106,12.42,22.84,42.97797
"2023-11-03 16:00:00",5107,12.43,22.22,214.4714
"2023-11-03 17:00:00",5108,12.43,20.99,951.3586
"2023-11-03 18:00:00",5109,12.43,20.4,1014.154
"2023-11-03 19:00:00",5110,12.41,20.05,1016.538
"2023-11-03 20:00:00",5111,12.42,19.81,622.3347
"2023-11-03 21:00:00",5112,12.43,19.34,443.6269
"2023-11-03 22:00:00",5113,12.42,18.87,813.6597
"2023-11-03 23:00:00",5114,12.41,18.25,667.5751
"2023-11-04 00:00:00",5115,12.4,17.46,588.3727
"2023-11-04 01:00:00",5116,12.4,16.74,573.7056
"2023-11-04 02:00:00",5117,12.45,16.04,573.7056
"2023-11-04 03:00:00",5118,12.44,15.36,569.0121
"2023-11-04 04:00:00",5119,12.43,14.9,549.6708
"2023-11-04 05:00:00",5120,12.4,14.66,614.7994
"2023-11-04 06:00:00",5121,12.37,14.13,682.9167
"2023-11-04 07:00:00",5122,12.43,13.73,43.23892
"2023-11-04 08:00:00",5123,12.43,13.8,43.72042
"2023-11-04 09:00:00",5124,12.43,14.85,42.85442
"2023-11-04 10:00:00",5125,12.43,16.98,42.06901
"2023-11-04 11:00:00",5126,12.43,20.13,43.1314
"2023-11-04 12:00:00",5127,12.44,22.33,392.4032
"2023-11-04 13:00:00",5128,12.46,23.27,543.6093
"2023-11-04 14:00:00",5129,12.42,24.07,718.3817
"2023-11-04 15:00:00",5130,12.35,25.19,564.1363
"2023-11-04 16:00:00",5131,12.36,24.54,594.047
"2023-11-04 17:00:00",5132,12.38,23.55,756.5031
"2023-11-04 18:00:00",5133,12.37,22.03,1033.348
"2023-11-04 19:00:00",5134,12.37,20.13,719.0908
"2023-11-04 20:00:00",5135,12.42,18.77,642.3466
"2023-11-04 21:00:00",5136,12.41,17.77,632.9607
"2023-11-04 22:00:00",5137,12.41,16.79,577.2256
"2023-11-04 23:00:00",5138,12.39,16.07,580.7458
"2023-11-05 00:00:00",5139,12.34,15.43,622.9871
"2023-11-05 01:00:00",5140,12.35,14.92,543.1979
"2023-11-05 02:00:00",5141,12.29,14.28,549.7119
"2023-11-05 03:00:00",5142,12.36,13.66,559.172
"2023-11-05 04:00:00",5143,12.35,13.09,568.6085
"2023-11-05 05:00:00",5144,12.34,12.72,558.6322
"2023-11-05 06:00:00",5145,12.25,12.42,531.0486
"2023-11-05 07:00:00",5146,12.28,11.93,44.60771
"2023-11-05 08:00:00",5147,12.28,11.82,42.76802
"2023-11-05 09:00:00",5148,12.37,13.16,335.5488
"2023-11-05 10:00:00",5149,12.36,16.14,454.3148
"2023-11-05 11:00:00",5150,12.27,20.5,397.7097
"2023-11-05 12:00:00",5151,12.29,22.98,535.3997
"2023-11-05 13:00:00",5152,12.35,23.12,481.442
"2023-11-05 14:00:00",5153,12.36,24.04,663.2521
"2023-11-05 15:00:00",5154,12.29,25.4,670.2899
"2023-11-05 16:00:00",5155,12.32,24.57,572.9335
"2023-11-05 17:00:00",5156,12.32,23.81,42.17129
"2023-11-05 18:00:00",5157,12.39,21.23,455.9216
"2023-11-05 19:00:00",5158,12.38,19.15,508.562
"2023-11-05 20:00:00",5159,12.39,17.64,42.2753
"2023-11-05 21:00:00",5160,12.38,16.44,443.8813
"2023-11-05 22:00:00",5161,12.36,15.46,474.5558
"2023-11-05 23:00:00",5162,12.26,14.64,471.0491
"2023-11-06 00:00:00",5163,12.27,13.94,470.3666
"2023-11-06 01:00:00",5164,12.29,13.3,479.3978
"2023-11-06 02:00:00",5165,12.24,12.98,488.7928
"2023-11-06 03:00:00",5166,12.32,12.81,480.5764
"2023-11-06 04:00:00",5167,12.33,12.46,484.0977
"2023-11-06 05:00:00",5168,12.33,11.91,492.3141
"2023-11-06 06:00:00",5169,12.37,11.38,502.8781
"2023-11-06 07:00:00",5170,12.31,10.88,557.4584
"2023-11-06 08:00:00",5171,12.32,10.86,549.8289
"2023-11-06 09:00:00",5172,12.31,11.98,550.4158
"2023-11-06 10:00:00",5173,12.32,15.12,546.8348
"2023-11-06 11:00:00",5174,12.26,20.48,546.1318
"2023-11-06 12:00:00",5175,12.29,24.22,543.6102
"2023-11-06 13:00:00",5176,12.28,24.3,677.3278
"2023-11-06 14:00:00",5177,12.39,25.1,568.2416
"2023-11-06 15:00:00",5178,12.37,26.9,544.7823
"2023-11-06 16:00:00",5179,12.39,25.52,540.6769
"2023-11-06 17:00:00",5180,12.4,23.96,781.1355
"2023-11-06 18:00:00",5181,12.28,21.75,626.335
"2023-11-06 19:00:00",5182,12.36,20,667.4922
"2023-11-06 20:00:00",5183,12.36,18.53,666.9879
"2023-11-06 21:00:00",5184,12.33,17.21,604.2131
"2023-11-06 22:00:00",5185,12.33,16.27,581.9191
"2023-11-06 23:00:00",5186,12.16,15.55,591.3061
"2023-11-07 00:00:00",5187,12.27,14.66,509.1907
"2023-11-07 01:00:00",5188,12.17,13.82,523.9473
"2023-11-07 02:00:00",5189,12.21,13.19,522.242
"2023-11-07 03:00:00",5190,12.23,12.67,536.9175
"2023-11-07 04:00:00",5191,12.32,12.28,557.4584
"2023-11-07 05:00:00",5192,12.18,12.19,595.606
"2023-11-07 06:00:00",5193,12.17,11.96,639.6224
"2023-11-07 07:00:00",5194,12.24,11.98,1005.252
"2023-11-07 08:00:00",5195,12.26,12.05,972.3866
"2023-11-07 09:00:00",5196,12.25,13.38,880.2455
"2023-11-07 10:00:00",5197,12.25,16.69,742.684
"2023-11-07 11:00:00",5198,12.22,21.48,672.7976
"2023-11-07 12:00:00",5199,12.27,25.04,610.469
"2023-11-07 13:00:00",5200,12.35,25.04,511.9392
"2023-11-07 14:00:00",5201,12.37,25.83,621.0253
"2023-11-07 15:00:00",5202,12.37,27.75,526.6013
"2023-11-07 16:00:00",5203,12.4,26.34,493.7582
"2023-11-07 17:00:00",5204,12.4,25.04,499.623
"2023-11-07 18:00:00",5205,12.38,22.9,598.1523
"2023-11-07 19:00:00",5206,12.37,20.83,628.7449
"2023-11-07 20:00:00",5207,12.41,19.02,586.0209
"2023-11-07 21:00:00",5208,12.36,17.59,587.786
"2023-11-07 22:00:00",5209,12.39,16.39,123.9534
"2023-11-07 23:00:00",5210,12.33,15.48,389.5074
"2023-11-08 00:00:00",5211,12.23,14.78,578.4238
"2023-11-08 01:00:00",5212,12.17,14.06,696.446
"2023-11-08 02:00:00",5213,12.15,13.38,574.4694
"2023-11-08 03:00:00",5214,12.34,12.72,526.9404
"2023-11-08 04:00:00",5215,12.3,12.14,514.0289
"2023-11-08 05:00:00",5216,12.31,11.7,521.0715
"2023-11-08 06:00:00",5217,12.29,11.22,639.6224
"2023-11-08 07:00:00",5218,12.29,10.95,773.4324
"2023-11-08 08:00:00",5219,12.27,10.93,725.3077
"2023-11-08 09:00:00",5220,12.27,12.05,663.6848
"2023-11-08 10:00:00",5221,12.29,15.17,646.0084
"2023-11-08 11:00:00",5222,12.33,20.48,594.8267
"2023-11-08 12:00:00",5223,12.33,24.42,563.5512
"2023-11-08 13:00:00",5224,12.28,24.54,564.7228
"2023-11-08 14:00:00",5225,12.27,25.46,555.9255
"2023-11-08 15:00:00",5226,12.3,26.93,563.5498
"2023-11-08 16:00:00",5227,12.32,25.64,555.9255
"2023-11-08 17:00:00",5228,12.32,25.28,552.4066
"2023-11-08 18:00:00",5229,12.32,23.41,550.0607
"2023-11-08 19:00:00",5230,12.32,21.72,568.2679
"2023-11-08 20:00:00",5231,12.34,20.37,566.5796
"2023-11-08 21:00:00",5232,12.21,19.26,664.6384
"2023-11-08 22:00:00",5233,12.27,18.17,649.9746
"2023-11-08 23:00:00",5234,12.19,17.29,657.0148
"2023-11-09 00:00:00",5235,12.12,16.51,566.6653
"2023-11-09 01:00:00",5236,12.16,15.97,573.1188
"2023-11-09 02:00:00",5237,12.2,15.46,580.7458
"2023-11-09 03:00:00",5238,12.26,15.14,632.9621
"2023-11-09 04:00:00",5239,12.19,14.88,715.6965
"2023-11-09 05:00:00",5240,12.16,14.59,860.0336
"2023-11-09 06:00:00",5241,12.16,14.25,797.9323
"2023-11-09 07:00:00",5242,12.1,13.99,810.323
"2023-11-09 08:00:00",5243,12.15,14.06,899.5264
"2023-11-09 09:00:00",5244,12.11,15.48,823.6783
"2023-11-09 10:00:00",5245,12.17,18.53,710.4033
