"Plot Title: AllenMill_SpC"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10778445, SEN S/N: 10778445)","Temp, °F (LGR S/N: 10778445, SEN S/N: 10778445)"
1,10/18/23 12:00:00 PM,411.9,73.71
2,10/18/23 01:00:00 PM,414.8,74.48
3,10/18/23 02:00:00 PM,416.4,74.55
4,10/18/23 03:00:00 PM,414.5,74.14
5,10/18/23 04:00:00 PM,412.1,73.53
6,10/18/23 05:00:00 PM,409.7,72.95
7,10/18/23 06:00:00 PM,407.7,72.45
8,10/18/23 07:00:00 PM,403.8,72.07
9,10/18/23 08:00:00 PM,403.5,71.74
10,10/18/23 09:00:00 PM,403.3,71.56
11,10/18/23 10:00:00 PM,402.0,71.38
12,10/18/23 11:00:00 PM,397.6,71.28
13,10/19/23 12:00:00 AM,397.1,71.19
14,10/19/23 01:00:00 AM,396.8,71.11
15,10/19/23 02:00:00 AM,396.6,71.01
16,10/19/23 03:00:00 AM,394.7,70.95
17,10/19/23 04:00:00 AM,394.9,70.88
18,10/19/23 05:00:00 AM,394.7,70.83
19,10/19/23 06:00:00 AM,393.8,70.81
20,10/19/23 07:00:00 AM,385.0,70.77
21,10/19/23 08:00:00 AM,384.4,70.90
22,10/19/23 09:00:00 AM,385.5,71.29
23,10/19/23 10:00:00 AM,391.2,72.05
24,10/19/23 11:00:00 AM,394.8,73.02
25,10/19/23 12:00:00 PM,400.9,74.05
26,10/19/23 01:00:00 PM,404.8,74.73
27,10/19/23 02:00:00 PM,403.9,74.55
28,10/19/23 03:00:00 PM,395.9,74.12
29,10/19/23 04:00:00 PM,393.9,73.63
30,10/19/23 05:00:00 PM,387.9,73.20
31,10/19/23 06:00:00 PM,388.4,72.82
32,10/19/23 07:00:00 PM,387.0,72.50
33,10/19/23 08:00:00 PM,385.4,72.23
34,10/19/23 09:00:00 PM,383.0,72.05
35,10/19/23 10:00:00 PM,496.3,71.89
36,10/19/23 11:00:00 PM,397.8,71.74
37,10/20/23 12:00:00 AM,397.4,71.62
38,10/20/23 01:00:00 AM,396.9,71.51
39,10/20/23 02:00:00 AM,396.1,71.44
40,10/20/23 03:00:00 AM,394.3,71.35
41,10/20/23 04:00:00 AM,393.0,71.28
42,10/20/23 05:00:00 AM,393.1,71.22
43,10/20/23 06:00:00 AM,393.4,71.19
44,10/20/23 07:00:00 AM,371.3,71.13
45,10/20/23 08:00:00 AM,365.3,71.26
46,10/20/23 09:00:00 AM,384.3,71.62
47,10/20/23 10:00:00 AM,379.2,72.34
48,10/20/23 11:00:00 AM,377.7,73.29
49,10/20/23 12:00:00 PM,379.1,74.10
50,10/20/23 01:00:00 PM,365.8,74.79
51,10/20/23 02:00:00 PM,409.0,74.86
52,10/20/23 03:00:00 PM,407.0,74.43
53,10/20/23 04:00:00 PM,398.8,73.89
54,10/20/23 05:00:00 PM,396.5,73.40
55,10/20/23 06:00:00 PM,395.4,72.97
56,10/20/23 07:00:00 PM,394.1,72.72
57,10/20/23 08:00:00 PM,393.1,72.57
58,10/20/23 09:00:00 PM,393.4,72.52
59,10/20/23 10:00:00 PM,394.7,72.45
60,10/20/23 11:00:00 PM,395.2,72.37
61,10/21/23 12:00:00 AM,394.9,72.28
62,10/21/23 01:00:00 AM,394.4,72.19
63,10/21/23 02:00:00 AM,394.5,72.12
64,10/21/23 03:00:00 AM,395.3,72.07
65,10/21/23 04:00:00 AM,395.2,72.03
66,10/21/23 05:00:00 AM,397.3,72.00
67,10/21/23 06:00:00 AM,394.2,71.91
68,10/21/23 07:00:00 AM,392.2,71.76
69,10/21/23 08:00:00 AM,393.7,71.76
70,10/21/23 09:00:00 AM,398.7,71.98
71,10/21/23 10:00:00 AM,399.2,72.43
72,10/21/23 11:00:00 AM,399.2,73.13
73,10/21/23 12:00:00 PM,399.7,73.98
74,10/21/23 01:00:00 PM,404.3,74.70
75,10/21/23 02:00:00 PM,404.4,74.66
76,10/21/23 03:00:00 PM,402.6,74.28
77,10/21/23 04:00:00 PM,399.1,73.63
78,10/21/23 05:00:00 PM,398.5,73.06
79,10/21/23 06:00:00 PM,394.0,72.59
80,10/21/23 07:00:00 PM,390.9,72.19
81,10/21/23 08:00:00 PM,390.4,71.89
82,10/21/23 09:00:00 PM,389.1,71.69
83,10/21/23 10:00:00 PM,389.3,71.60
84,10/21/23 11:00:00 PM,388.3,71.53
85,10/22/23 12:00:00 AM,387.9,71.49
86,10/22/23 01:00:00 AM,388.0,71.42
87,10/22/23 02:00:00 AM,386.5,71.37
88,10/22/23 03:00:00 AM,387.2,71.35
89,10/22/23 04:00:00 AM,388.8,71.31
90,10/22/23 05:00:00 AM,387.7,71.29
91,10/22/23 06:00:00 AM,386.9,71.28
92,10/22/23 07:00:00 AM,385.6,71.26
93,10/22/23 08:00:00 AM,384.3,71.37
94,10/22/23 09:00:00 AM,385.3,71.73
95,10/22/23 10:00:00 AM,387.5,72.37
96,10/22/23 11:00:00 AM,386.6,73.26
97,10/22/23 12:00:00 PM,389.0,74.01
98,10/22/23 01:00:00 PM,391.9,74.64
99,10/22/23 02:00:00 PM,393.7,74.64
100,10/22/23 03:00:00 PM,394.6,74.34
101,10/22/23 04:00:00 PM,393.6,73.89
102,10/22/23 05:00:00 PM,405.5,73.51
103,10/22/23 06:00:00 PM,403.6,73.13
104,10/22/23 07:00:00 PM,400.3,72.75
105,10/22/23 08:00:00 PM,397.4,72.50
106,10/22/23 09:00:00 PM,396.2,72.28
107,10/22/23 10:00:00 PM,395.4,72.14
108,10/22/23 11:00:00 PM,396.4,72.05
109,10/23/23 12:00:00 AM,395.8,71.91
110,10/23/23 01:00:00 AM,395.0,71.82
111,10/23/23 02:00:00 AM,393.4,71.76
112,10/23/23 03:00:00 AM,393.5,71.74
113,10/23/23 04:00:00 AM,392.7,71.65
114,10/23/23 05:00:00 AM,394.0,71.56
115,10/23/23 06:00:00 AM,392.9,71.46
116,10/23/23 07:00:00 AM,391.8,71.37
